._MODE,._NEW_MODE,._NEW_MANAGER,._W,._NEW_W,._WORKER_USER,._NICK,._NEW_NICK,._USER,._NEW_USER,._TYPE,._MALAY_W,._MALAY_P,._THAI_W,._THAI_P,._W,._P
C,C,WHANG,ตั๊ก,นา,NA,ยู้/ต.,เจ้ยู้-ต,ยู้/ต.,YUT,T,N,N,N,Y,,Y
C,C,WHANG,หมู,นา,NA,แมว .ม,แมว-ม,แมว .ม,YY02,M,N,Y,N,N,N,Y
C,C,WHANG,หน่อย,นา,NA,เพลิน,เพลิน,เพลิน,YY16,M,N,Y,N,N,N,Y
C,C,WHANG,ชิง,นา,NA,พรทิพย์,พรทิพย์,พรทิพย์,YY28,M,N,Y,N,N,N,Y
C,C,WHANG,อ,นา,NA,พรทิพย์,พรทิพย์,พรทิพย์,YY28,M,N,Y,N,N,N,Y
C,C,WHANG,นา,นา,NA,พรทิพย์,พรทิพย์,พรทิพย์,YY28,M,N,Y,N,N,N,Y
C,C,WHANG,พี่นา,นา,NA,พรทิพย์,พรทิพย์,พรทิพย์,YY28,M,N,Y,N,N,N,Y
C,C,WHANG,หน้าเว็ป,นา,NA,ออนต้า,ออนต้า,ออนต้า,YY35,M,Y,N,N,N,Y,N
C,C,WHANG,หมวยเล็ก,นา,NA,ออนต้า,ออนต้า,ออนต้า,YY35,M,N,Y,N,N,N,Y
C,C,WHANG,ชิง,นา,NA,เดือน.ม,เดือน-ม,เดือน.ม,YY36,M,N,Y,N,N,N,Y
C,C,WHANG,อ,นา,NA,เดือน.ม,เดือน-ม,เดือน.ม,YY36,M,N,Y,N,N,N,Y
C,C,WHANG,หน่อย,นา,NA,กบ .ม,กบ-ม,กบ .ม,YY40,M,N,Y,N,N,N,Y
C,C,WHANG,หน้าเว็ป,นา,NA,กบ,กบ-ม,กบ,YY40,M,Y,N,N,N,Y,N
C,C,WHANG,ชิง,นา,NA,จิ้ง.ม,จิ้ง-ม,จิ้ง.ม,YY46,M,N,Y,N,N,N,Y
C,C,WHANG,บัว,นา,NA,จิ้ง,จิ้ง-ม,จิ้ง,YY46,M,N,Y,N,N,N,Y
C,C,WHANG,บัว,นา,NA,จิ้ง .ม,จิ้ง-ม,จิ้ง .ม,YY46,M,N,Y,N,N,N,Y
C,C,WHANG,บัว,นา,NA,จิ้ง ม.,จิ้ง-ม,จิ้ง ม.,YY46,M,N,Y,N,N,N,Y
C,C,WHANG,กิ่ง,นา,NA,แบงค์.ม,แบงค์-ม,แบงค์.ม,YY49,M,N,Y,N,N,N,Y
C,C,WHANG,ตี้,นา,NA,แบงค์,แบงค์-ม,แบงค์,YY49,M,N,Y,N,N,N,Y
C,C,WHANG,ตี้,นา,NA,แบงค์.ม,แบงค์-ม,แบงค์.ม,YY49,M,N,Y,N,N,N,Y
C,C,WHANG,พี่นา,นา,NA,กิ๊ฟซี่ .ม,กิ๊ฟซี่-ม,กิ๊ฟซี่ .ม,YY63,M,N,Y,N,N,N,Y
C,C,WHANG,หน้าเว็ป,นา,NA,กิ๊ป ม.,กิ๊ฟซี่-ม,กิ๊ป ม.,YY63,M,Y,N,N,N,Y,N
C,C,WHANG,แมม,นา,NA,กิ๊ฟซี่,กิ๊ฟซี่-ม,กิ๊ฟซี่,YY63,M,N,Y,N,N,N,Y
C,C,WHANG,แมม,นา,NA,กิ๊ฟซี่ .ม,กิ๊ฟซี่-ม,กิ๊ฟซี่ .ม,YY63,M,N,Y,N,N,N,Y
C,C,WHANG,กิ่ง,นา,NA,อวบ,อวบ-ม,อวบ,YY66,M,N,Y,N,N,N,Y
C,C,WHANG,กิ่ง,นา,NA,อวบ .ม,อวบ-ม,อวบ .ม,YY66,M,N,Y,N,N,N,Y
C,C,WHANG,กิ่ง,นา,NA,อวบ.ม,อวบ-ม,อวบ.ม,YY66,M,N,Y,N,N,N,Y
C,C,WHANG,กิ่ง,นา,NA,ออบ .ม,ออย-ม,ออบ .ม,YY67,M,N,Y,N,N,N,Y
C,C,WHANG,กิ่ง,นา,NA,ออย .ม,ออย-ม,ออย .ม,YY67,M,N,Y,N,N,N,Y
C,C,WHANG,กิ่ง,นา,NA,ออย.ม,ออย-ม,ออย.ม,YY67,M,N,Y,N,N,N,Y
C,C,WHANG,บัว,นา,NA,ออย,ออย-ม,ออย,YY67,M,N,Y,N,N,N,Y
C,C,WHANG,บัว,นา,NA,ออย ม.,ออย-ม,ออย ม.,YY67,M,N,Y,N,N,N,Y
C,C,WHANG,กิ่ง,นา,NA,วรรณ .ม,วรรณ-ม,วรรณ .ม,YY68,M,N,Y,N,N,N,Y
C,C,WHANG,กิ่ง,นา,NA,วรรณ.ม,วรรณ-ม,วรรณ.ม,YY68,M,N,Y,N,N,N,Y
C,C,WHANG,หมู,นา,NA,Z8,Z08,Z8,Z08,T,N,N,N,Y,,Y
C,C,WHANG,หมู,นา,NA,Z8,Z08,Z8,Z08,M,N,Y,N,N,N,Y
C,C,WHANG,หน้าเว็ป,นา,NA,Z9,Z09,Z9,Z09,M,Y,N,N,N,Y,N
C,C,WHANG,หมวยเล็ก,นา,NA,Z9,Z09,Z9,Z09,T,N,N,N,Y,,Y
C,C,WHANG,หมวยเล็ก,นา,NA,Z9,Z09,Z9,Z09,M,N,Y,N,N,N,Y
C,C,WHANG,หมวยใหญ่,นา,NA,Z10,Z10,Z10,Z10,T,N,N,N,Y,,Y
C,C,WHANG,หมวยใหญ่,นา,NA,Z10,Z10,Z10,Z10,M,N,Y,N,N,N,Y
C,C,WHANG,WEB,นา,NA,Z11,Z11,Z11,Z11,T,N,N,Y,N,Y,
C,C,WHANG,เล็ก,นา,NA,Z11,Z11,Z11,Z11,T,N,N,N,Y,,Y
C,C,WHANG,เล็ก,นา,NA,Z11,Z11,Z11,Z11,M,N,Y,N,N,N,Y
C,C,WHANG,หน้าเว็ป,นา,NA,Z11,Z11,Z11,Z11,M,Y,N,N,N,Y,N
C,C,WHANG,บัว,นา,NA,Z13,Z13,Z13,Z13,M,N,Y,N,N,N,Y
C,C,WHANG,WEB,นา,NA,Z13,Z13,Z13,Z13,T,N,N,Y,N,Y,
C,C,WHANG,หน้าเว็ป,นา,NA,Z13,Z13,Z13,Z13,M,Y,N,N,N,Y,N
C,C,WHANG,หมวยเล็ก,นา,NA,Z13,Z13,Z13,Z13,T,N,N,N,Y,,Y
C,C,WHANG,หมวยเล็ก,นา,NA,Z13,Z13,Z13,Z13,M,N,Y,N,N,N,Y
C,C,WHANG,WEB,นา,NA,Z14,Z14,Z14,Z14,T,N,N,Y,N,Y,
C,C,WHANG,หมวยเล็ก,นา,NA,Z14,Z14,Z14,Z14,T,N,N,N,Y,,Y
C,C,WHANG,หมวยเล็ก,นา,NA,Z14,Z14,Z14,Z14,M,N,Y,N,N,N,Y
C,C,WHANG,นา,นา,NA,Z15,Z15,Z15,Z15,T,N,N,N,Y,,Y
C,C,WHANG,WEB,นา,NA,Z15,Z15,Z15,Z15,T,N,N,Y,N,Y,
C,C,WHANG,หน้าเว็ป,นา,NA,Z15,Z15,Z15,Z15,M,Y,N,N,N,Y,N
C,C,WHANG,หมวยเล็ก,นา,NA,Z15,Z15,Z15,Z15,T,N,N,N,Y,,Y
C,C,WHANG,หมวยเล็ก,นา,NA,Z15,Z15,Z15,Z15,M,N,Y,N,N,N,Y
